Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard,PersonalLoan
52,36,53,35,2,0.341129172116537,3,92,0,0,1,0,0
54,37,69,381,1,1.0724755545551665,1,0,0,0,0,0,0
31,2,32,352,1,1.8834599024109788,2,186,0,0,0,0,0
61,29,86,9,1,1.2972684309883256,3,184,0,0,1,1,0
43,21,107,334,4,3.166011404730347,3,0,0,0,1,0,1
43,20,12,213,1,0.44022187927979817,1,0,0,0,1,0,0
52,28,28,400,3,1.3181776059207393,1,0,0,0,1,0,0
25,0,58,259,4,1.9859863174463364,1,0,0,0,1,0,0
49,26,37,249,2,2.249988720978601,1,327,0,0,0,0,0
27,1,17,349,1,0.17146878178989147,1,90,0,0,0,0,0
56,36,140,273,2,0.39543210475679885,1,0,0,1,1,1,0
53,25,73,367,3,1.613848003584018,2,0,0,0,1,0,0
42,13,80,151,2,6.316923904826025,1,0,0,0,1,1,0
50,27,128,441,1,2.246665394654933,1,192,0,0,1,0,0
25,4,12,259,3,1.7206096499361732,2,0,0,1,1,1,1
51,26,178,27,1,4.583240675693693,1,0,0,1,1,1,0
46,22,34,182,2,2.8033707092001228,1,0,0,0,0,0,0
29,1,16,275,2,2.019166262654961,3,85,0,0,1,0,0
59,35,177,381,3,1.2248872550354628,2,0,0,0,0,0,1
25,5,14,259,3,1.682391997804066,1,0,0,0,1,1,0
36,4,72,402,2,5.2776282240391295,1,0,0,0,1,0,0
59,35,58,271,3,0.7543174288243883,3,0,0,0,1,1,0
53,35,71,146,3,2.31897036649433,1,0,0,0,1,0,0
58,26,87,206,2,1.319026814626806,3,0,1,0,0,1,0
32,10,73,420,1,2.9736174536750415,1,0,0,0,1,0,0
60,36,101,45,2,0.04317295056310677,3,0,0,1,1,1,0
52,25,25,372,1,1.602675197789469,1,0,0,0,1,1,0
27,1,21,15,2,1.7507636464169498,2,0,0,0,1,0,0
49,19,84,397,2,1.613404716918732,1,0,0,0,1,1,0
58,34,94,381,3,0.6498928331326486,2,77,0,0,0,0,0
38,23,36,321,1,2.535612720762235,2,0,0,0,1,1,0
50,27,60,67,1,1.8536112377139413,1,0,0,0,1,0,0
43,18,32,445,4,1.6994330524454104,2,0,0,0,1,0,0
50,29,19,126,4,1.6070271818076143,2,0,0,0,1,0,0
49,25,16,166,3,0.374637450577015,2,131,0,0,1,0,0
49,26,133,367,2,2.613650675665947,1,309,0,0,1,1,0
29,3,16,259,1,0.8827188535255286,3,0,0,0,0,0,0
51,28,25,308,2,1.2749231063371234,1,0,0,0,1,0,0
49,24,79,450,1,0.7614863201312934,1,0,0,0,1,0,0
46,23,85,221,3,0.9164881130384773,2,0,0,0,1,0,0
32,5,139,27,1,3.428666471955221,2,0,0,1,1,0,0
26,1,41,365,1,2.2934877172737043,1,95,0,0,0,0,0
51,28,46,310,3,2.4833689516748816,1,0,0,0,0,0,0
41,14,156,259,2,3.4138724929586477,2,0,0,0,0,0,0
51,37,77,6,1,6.1752353705108725,1,0,0,1,1,1,0
50,24,81,316,1,0.17415298912062555,2,0,0,0,0,1,0
49,27,67,292,1,0.09561501282658597,1,136,0,0,1,1,0
49,34,32,185,4,2.5455233129437604,1,115,1,0,1,1,0
44,24,105,213,1,1.9031897694752977,1,0,0,0,1,0,0
47,21,158,316,2,2.002722367296566,1,0,0,0,1,1,0
28,-1,4,349,4,0.5951880514713663,1,0,0,0,0,0,0
25,-1,63,259,1,1.3561581124347408,1,127,0,0,0,0,0
49,25,123,426,2,3.7539526485130907,1,0,0,0,1,0,0
59,35,95,441,3,2.0073290162822808,1,0,0,1,1,1,0
54,28,86,179,4,1.0214391622205097,2,0,0,1,1,1,0
53,21,157,282,2,4.223234639199639,1,366,0,0,1,0,0
51,28,181,399,2,2.4758957155010153,1,0,0,0,0,0,0
38,5,100,219,3,2.6540165210093734,3,0,0,0,1,1,0
42,10,102,350,1,0.38713932822199426,1,0,0,0,1,0,0
35,26,26,320,2,0.6919479510611071,1,0,1,0,1,1,0
53,28,45,438,2,0.42159970304338296,2,0,0,0,0,0,0
38,4,52,317,3,1.1540947334834222,1,0,1,0,1,1,0
61,36,68,35,4,1.3721193644858245,1,0,0,0,1,0,0
45,25,79,448,4,1.4427872122854848,1,146,1,0,1,1,0
48,23,25,235,1,2.1871812676866442,1,0,1,0,1,0,0
31,5,11,283,2,1.8130799169147718,1,0,0,0,1,1,0
48,20,60,14,1,0.18408933341921635,1,0,0,0,1,1,0
49,21,75,410,1,1.701689068151326,1,0,0,0,1,1,0
48,19,19,305,4,0.8532564569938764,3,0,0,0,1,1,0
51,27,24,238,2,0.6966059720573895,2,0,1,0,0,0,0
41,19,37,430,3,0.5148738443265262,2,0,0,0,1,0,0
57,35,78,381,1,1.4637404130942215,2,86,0,0,1,1,0
60,36,170,381,1,2.0874949731941355,1,0,0,0,0,0,0
29,2,36,360,2,0.9084183333679361,2,0,0,0,0,1,0
46,18,51,367,2,1.0837973932367593,2,0,0,0,1,0,0
45,22,62,141,1,1.131002096041487,3,0,0,0,1,0,0
43,26,31,316,2,0.49465073195399273,3,0,0,0,0,0,0
30,3,7,349,1,0.5853675079312365,1,0,0,0,1,0,0
38,18,101,11,2,4.841613743890349,1,94,0,0,1,0,0
39,10,103,141,3,1.9743469411531338,3,0,0,0,0,0,0
42,12,17,277,4,0.683984870222874,2,0,1,0,1,0,0
49,20,48,23,3,0.2729999105647034,3,0,0,0,0,1,0
48,20,57,159,1,2.842614672545993,1,0,0,0,1,0,0
34,13,15,196,4,1.6830120116843883,2,0,1,1,0,0,0
29,5,14,259,2,0.3627694146601229,1,0,0,0,0,0,0
30,6,86,343,3,6.747980506754881,3,96,0,0,1,0,0
51,21,79,337,1,0.039845649349127654,3,90,0,0,1,0,0
45,18,76,321,3,0.8212214152930027,1,130,1,0,1,1,0
52,19,110,181,3,1.5146225405741138,2,0,0,0,0,0,1
40,8,77,367,3,0.47128468211261754,1,0,0,1,1,0,0
32,0,33,164,1,0.47724604993028463,1,0,0,0,1,0,0
51,19,40,125,2,0.7850064105443424,3,94,0,0,0,0,0
36,5,78,355,3,6.023695999980797,1,0,0,0,0,0,0
42,14,33,241,3,1.2942125959585022,2,0,1,0,0,1,0
39,14,98,276,4,1.0434883700615667,1,0,0,0,0,0,0
36,15,71,259,4,0.7341610758062871,3,0,0,0,1,0,0
32,12,6,259,4,0.6745642978521612,2,0,0,0,1,0,0
28,4,15,157,4,0.9007889404255044,2,0,0,0,0,0,0
42,21,164,27,3,2.428137431342299,1,0,0,0,0,0,0
48,26,82,33,1,0.40550491162904223,1,0,0,0,1,0,0
40,16,55,314,2,0.6996639279284296,1,0,0,1,1,1,0
40,15,153,368,3,3.263743856804471,2,0,0,0,1,1,0
29,6,68,349,1,2.0200990932093856,3,0,0,0,1,0,0
31,13,25,128,4,1.9384327658229599,3,0,0,0,0,1,0
49,25,56,266,1,1.0063770977711992,1,0,1,0,0,0,0
47,22,156,241,3,-0.01370939256616649,1,0,0,0,0,0,0
49,24,39,367,1,2.397687416103861,1,0,0,0,0,1,0
34,3,164,289,1,3.692237359282188,1,0,0,1,1,1,0
49,22,48,213,3,0.5720388137842612,2,127,0,0,0,0,0
48,29,114,367,4,2.2037850220069597,1,166,1,0,1,1,0
26,1,16,272,3,0.32602983225492965,1,0,0,0,1,0,0
37,11,98,66,2,4.323287117062623,1,0,0,0,1,0,0
52,26,87,393,1,1.2284201157644916,3,0,0,1,1,0,0
47,15,69,361,3,0.4348909911855235,1,0,0,0,1,0,0
46,15,111,257,2,4.077630227580563,1,136,0,0,1,0,0
33,3,15,349,1,2.308726733584647,1,0,0,0,1,1,0
32,4,71,430,2,2.6850555620249272,3,0,0,0,1,1,0
62,38,85,381,2,-0.0036913217050464353,1,0,0,0,0,0,0
60,32,79,48,3,1.4442845312934793,2,219,0,0,1,0,0
37,11,53,19,4,0.22840408735323284,3,0,0,0,1,0,0
33,7,22,309,4,2.724109408362944,1,0,0,0,1,0,0
57,27,132,381,2,2.069224110794553,1,0,0,0,0,0,0
31,7,141,199,2,8.543328942666804,1,0,0,0,1,0,0
38,9,77,299,1,3.3384636920931423,1,0,0,0,0,0,0
53,28,130,19,2,-0.08210283860312478,1,76,1,0,1,0,0
29,0,0,349,1,1.4273321636950387,1,0,0,0,1,0,0
59,36,169,381,2,4.967718766223233,1,0,0,1,1,1,0
52,29,58,286,2,0.11005961983074952,1,0,0,0,1,1,0
58,36,130,178,2,4.521538486376545,1,354,0,0,1,0,1
37,12,67,259,4,1.3560996552735427,2,0,0,0,1,0,0
60,34,78,371,4,1.3056607878458348,1,251,1,0,1,0,0
59,35,68,381,4,0.45481073955700657,2,0,0,0,1,0,0
47,22,20,316,4,1.7999668253381922,2,0,1,0,1,0,0
52,27,60,302,3,2.663336522344774,3,0,1,0,0,0,0
51,18,41,94,3,1.2422638276997116,2,126,0,0,0,0,0
59,35,134,367,2,8.307458372060461,1,285,0,0,1,0,0
35,5,9,196,2,2.6300313534310855,1,0,0,0,0,0,0
33,7,14,227,3,0.05662275409653039,1,0,1,0,1,1,0
52,28,27,303,4,0.7531085974804619,3,0,0,0,1,1,0
34,10,24,96,1,0.510195626765557,1,0,0,0,1,0,0
59,37,68,45,4,0.32875175826949454,1,0,0,0,1,0,0
28,4,35,8,2,0.3737817151780436,2,0,0,0,1,0,0
33,3,73,121,2,1.8810572398835603,1,0,0,0,0,0,0
25,-1,-1,259,4,1.555926247813888,2,0,0,0,0,0,0
52,28,44,428,3,0.40378685362037936,1,159,1,0,0,0,0
62,34,198,367,4,3.011736188706563,2,0,0,0,0,1,1
58,35,75,381,4,1.3156996497331015,3,0,0,0,1,1,0
60,37,84,381,1,0.35001424852219515,2,0,0,0,0,0,0
60,29,123,128,1,4.021084967662918,3,167,0,1,1,0,0
59,35,182,48,3,6.115395062355705,1,258,0,0,1,0,0
60,37,161,190,2,3.9175652304040427,1,288,0,0,1,1,0
26,1,7,98,2,2.4043926265961337,2,155,0,0,1,0,0
48,21,71,183,1,0.2933029947175049,1,177,0,0,1,1,0
31,2,8,171,4,0.780179107223358,1,0,0,0,1,0,0
31,5,27,259,3,0.6334302835885874,1,0,1,0,0,1,0
49,25,21,426,4,2.332275120846392,2,0,1,1,1,1,0
49,25,90,420,4,0.3665543924217108,2,0,0,0,0,0,0
52,27,82,246,3,0.8859652653018297,2,87,0,0,1,1,1
34,15,89,349,2,1.9948252036736238,1,0,0,0,1,0,0
47,23,16,302,4,1.002505200382612,1,0,0,0,1,1,0
51,19,57,290,2,0.25919505022417466,2,176,0,0,0,1,0
50,25,82,40,3,4.351683085514891,1,0,0,0,0,1,0
59,35,93,206,3,1.64805673123584,1,0,0,0,1,0,0
48,22,61,335,3,0.4481714866685434,3,0,0,0,1,0,0
49,26,84,417,1,2.4666000267629684,1,0,0,0,1,0,0
39,16,22,159,2,2.743967679758754,2,0,0,0,0,1,0
38,10,79,157,1,1.194239772041465,3,0,1,0,1,0,0
33,3,75,267,2,0.9718099605402444,2,0,0,1,1,1,0
50,27,81,75,1,2.2427581954026428,1,214,0,0,1,1,0
28,1,4,157,4,2.5378362762120346,1,0,0,0,1,0,0
27,0,142,407,2,6.67374383754639,1,0,0,1,1,1,0
24,-4,19,321,4,1.9216683395663896,1,0,0,0,0,0,0
50,24,84,302,4,0.3745384224566275,3,79,0,0,0,0,1
35,11,73,34,2,2.730970007266121,1,0,0,0,1,0,0
59,36,143,404,2,3.3794989401980158,1,0,0,0,0,0,0
33,5,77,275,2,2.8544831784472007,1,0,0,0,1,0,1
53,30,56,351,3,0.6951611464747314,3,88,0,0,1,0,0
35,7,13,139,1,0.5330898292082866,2,0,0,0,0,0,0
48,25,42,367,2,0.333533626141302,1,89,1,0,1,0,0
46,24,11,273,1,0.33526544320082774,1,0,0,1,1,1,0
59,35,105,381,2,3.9487000141626227,3,0,0,1,1,0,0
60,38,141,94,2,3.331925649124016,2,0,0,0,1,0,1
48,22,60,115,2,2.3310606503759757,1,0,0,0,1,0,0
41,15,19,96,2,0.3765800905254834,1,0,0,0,0,0,0
42,22,75,396,3,0.3950365932348625,1,0,0,0,1,1,0
50,22,36,40,4,0.41670846888505586,2,0,0,0,0,0,0
50,34,69,381,3,0.5459319496003068,2,0,0,0,0,1,0
37,15,103,272,1,3.7573738583162437,3,0,0,0,1,0,0
34,15,23,257,3,2.6155331751466813,1,0,0,0,0,0,0
27,0,62,259,3,1.061804868023219,2,0,0,0,0,0,0
28,8,155,186,2,8.445334473337782,1,0,0,0,1,0,0
59,37,96,430,2,1.11713763513105,1,0,0,0,0,1,0
44,20,105,267,2,4.374990481651916,2,0,0,0,1,0,0
51,27,54,330,3,1.816472417343796,3,0,0,0,0,0,0
31,9,70,259,4,2.3828121419261588,3,0,0,0,1,0,0
42,19,73,129,4,2.207560709889602,3,92,0,0,1,0,0
58,26,133,166,2,0.71774929834737,2,0,0,0,1,0,0
43,19,52,246,1,0.46484502954329177,3,0,0,0,1,1,0
49,24,63,391,4,0.5266711538372473,2,0,0,0,1,1,0
39,11,71,96,2,1.7191991408583032,1,0,0,0,1,1,0
29,3,31,224,2,0.6127094104527144,1,0,1,0,1,1,0
28,4,40,259,2,0.12165733623766689,2,0,0,0,1,0,0
59,36,165,381,1,5.0884960084714095,1,0,0,0,0,0,0
46,21,16,214,1,0.698549732630477,1,0,0,0,1,1,0
56,33,191,381,2,3.4239661874897105,1,0,0,0,0,1,0
27,0,4,191,3,0.41183750176472955,2,92,0,0,1,0,0
58,35,226,381,2,5.730962846528639,3,0,0,1,1,0,1
58,35,165,381,2,2.4495033882306676,1,0,0,1,1,0,0
28,0,7,259,2,2.2768521686655427,1,0,1,0,1,0,0
33,7,35,15,1,0.6740380167494379,3,94,0,0,1,0,0
28,-2,11,349,4,2.660853220106928,1,135,0,0,0,0,0
45,20,72,316,2,0.7177396174244046,1,0,0,0,1,1,0
35,7,72,61,1,1.0320096413350903,1,141,0,0,0,1,0
53,26,80,316,3,2.3275585024951173,3,0,0,0,1,1,0
51,22,41,141,4,2.596534269099999,2,0,0,0,1,0,0
27,-1,68,196,4,0.21304612711573168,1,0,0,0,1,0,0
50,26,130,68,1,1.4913790216534781,1,0,0,0,1,1,1
51,28,48,316,1,1.6970530865121307,2,0,0,0,0,0,0
52,29,35,134,3,0.49633142002344327,2,104,0,0,0,0,0
47,26,59,32,1,7.459260239965607,1,260,0,0,1,1,1
60,35,80,145,2,2.288945492253595,1,0,0,1,1,1,0
39,13,13,249,3,0.35365121658238546,2,0,1,0,1,0,0
28,4,71,279,2,1.8848434025026082,2,157,0,0,1,0,1
30,0,152,390,2,4.162408864828438,1,0,0,0,1,0,1
36,6,37,261,4,2.3459476129460453,1,0,0,0,0,0,0
51,25,83,271,2,5.7747965999516095,1,0,0,0,1,0,0
58,36,105,381,4,-0.23085527304049935,3,0,0,0,0,0,0
58,34,206,235,2,2.221512091565338,2,313,0,0,0,1,0
58,33,32,102,3,1.616798876690535,1,0,0,0,1,1,0
29,1,73,53,1,0.31893339773097656,1,0,1,0,1,1,0
43,20,76,29,3,2.314525200895731,1,0,1,0,1,0,0
40,10,15,241,4,2.198135240354258,3,0,0,0,0,0,1
50,18,57,118,1,0.04560699286657796,1,0,0,0,1,0,0
28,2,71,27,1,0.5443082774071126,1,0,0,0,1,0,0
42,18,66,40,4,0.1901097997247172,1,0,0,0,1,0,0
51,22,65,35,2,0.5479692090758471,1,0,0,0,0,0,0
58,33,145,381,1,2.842295665310238,1,0,0,0,1,0,0
42,16,21,23,4,0.13896709048460523,1,0,1,0,1,1,0
45,24,39,36,3,7.149274560642628,2,0,0,0,1,1,0
59,38,100,45,1,2.433909804697941,1,0,0,0,0,1,0
47,23,46,271,4,0.8330261406355562,3,0,0,0,1,0,0
51,26,78,32,4,7.372897486223364,2,0,0,0,0,1,0
29,1,19,367,1,4.220117128092723,1,0,1,0,1,0,0
59,35,143,181,2,2.1094651427097997,1,0,0,0,1,0,0
59,35,158,381,2,5.445354702103681,1,417,0,1,1,1,1
51,28,122,152,1,6.164974877159407,1,0,0,0,1,1,0
54,28,81,367,2,0.16909750169882698,1,0,0,0,0,0,0
43,10,25,149,4,1.9778119413217494,2,0,0,0,1,1,0
49,25,81,367,1,3.4855252348705212,1,144,0,0,1,1,0
45,17,24,1,4,1.5690713810258723,1,0,0,0,1,0,0
34,10,55,411,1,1.0978183599803737,1,0,0,1,1,0,0
51,26,92,73,2,2.564578066782561,2,0,0,0,0,0,0
39,26,22,241,2,2.883068491400503,1,0,1,0,1,0,0
53,27,45,441,4,2.0721964182327115,3,96,0,0,1,0,0
44,20,76,166,1,0.477623060658428,1,0,0,0,1,1,0
48,26,46,22,2,0.5865259753321261,3,0,0,0,0,0,0
45,22,62,24,4,1.8812603027021915,1,0,0,0,0,0,0
31,2,43,349,4,0.9962625565580762,1,0,0,0,0,0,0
54,36,57,465,4,1.8376466858507254,2,191,1,0,0,1,0
38,2,99,269,2,1.7093524620034142,1,90,0,0,1,1,0
60,36,84,277,3,0.4695725861663815,2,0,0,0,1,1,0
28,-2,123,232,4,3.1380463541620336,2,0,0,0,1,0,0
28,-2,31,349,4,1.5272086392738733,1,172,0,0,0,0,0
51,32,85,367,4,4.842410302620675,2,0,0,0,1,0,0
27,2,87,35,2,7.4143499772694845,1,310,0,0,1,0,0
58,36,104,441,2,-0.06793693196957235,1,0,0,0,1,0,0
38,10,11,390,4,1.275255179233592,2,0,0,0,1,0,0
52,27,89,316,1,0.8278886939315119,2,108,0,0,1,1,0
59,34,90,271,3,2.3890130860847636,1,0,0,0,0,0,1
48,26,22,367,3,0.5191220251227902,3,88,0,0,0,1,0
25,1,19,259,1,1.5676925031283842,1,165,0,0,1,0,0
53,18,171,228,1,3.5442044061340763,1,0,0,0,1,0,1
43,20,148,263,1,0.23935700092027276,1,0,0,0,1,0,0
60,34,129,417,2,3.1116631617642683,1,0,0,0,1,0,0
43,15,11,259,3,1.6600773980766192,1,0,0,0,1,1,0
41,4,76,349,1,2.6088180264012713,1,0,0,0,1,0,0
59,36,160,381,2,4.114410848318824,1,200,0,1,0,1,1
52,23,84,381,2,1.7865072472032861,1,0,0,0,1,1,0
48,27,112,66,4,0.3047350470586837,3,0,0,0,0,0,0
30,7,28,430,2,3.2337911107356403,2,0,1,0,0,0,0
60,35,142,297,1,7.668749831796065,1,0,0,1,1,1,0
50,26,63,370,3,0.9659985376518937,1,0,0,0,0,1,0
52,27,89,151,2,0.1700061547431445,1,0,0,0,0,1,0
59,28,94,216,4,2.603958125574425,1,0,0,0,0,0,0
43,9,49,349,4,0.8357572043102336,3,0,0,0,1,0,0
35,10,72,40,1,0.3702885254369031,1,0,0,0,1,1,0
61,36,154,53,3,5.174816387186132,3,0,0,0,0,1,1
41,24,55,292,1,4.130966379075621,1,0,1,1,0,1,0
45,18,74,239,4,5.0644609540530325,2,0,0,0,1,0,0
28,2,19,229,1,3.5889510134651412,1,0,1,0,1,1,0
42,25,81,213,1,2.5960632810991084,2,0,1,0,1,1,0
24,-2,2,259,2,1.365785850022303,1,0,0,0,0,0,0
60,37,153,441,2,1.9892116656951109,1,0,0,0,1,1,0
52,22,82,265,2,0.24588654172949687,1,0,0,0,1,1,0
44,21,11,8,2,0.3804733276805321,1,302,0,0,1,1,0
32,4,72,306,2,2.0920251694757153,1,0,0,0,1,0,0
32,7,136,196,1,6.083400807483883,1,0,0,0,1,0,0
32,5,74,131,1,2.197886143828365,3,0,0,0,1,0,0
50,25,63,217,1,0.3270257918891352,1,0,0,0,0,0,0
49,21,63,249,2,0.23833033955877383,1,128,0,0,1,0,0
52,27,79,100,1,-0.007926238319372003,1,0,0,0,1,0,0
47,26,169,40,1,1.951759743434813,2,140,0,0,0,1,1
37,9,156,267,1,0.5345278555120101,1,0,1,0,0,0,0
54,25,61,197,1,1.8261797728051297,1,0,0,0,1,1,0
49,26,21,166,1,1.7793974235049719,2,0,0,0,0,0,0
28,1,8,349,2,1.3700444385294175,1,93,0,0,1,1,0
53,28,68,121,2,0.07726628526981666,1,214,1,1,1,0,0
59,35,29,24,4,2.0380507122534683,1,0,1,0,1,1,0
42,24,35,12,1,1.825769293418466,1,0,0,0,1,0,0
50,20,55,445,4,0.3977753054737946,1,0,0,0,1,0,0
38,8,75,349,1,1.970389902512622,3,0,0,0,1,0,0
50,27,79,35,1,0.6990126930571223,1,262,0,0,0,1,0
32,4,41,34,4,4.006190019697294,2,0,0,0,1,0,0
60,36,101,381,2,1.638435189689067,3,0,0,1,1,1,0
57,35,180,381,2,5.532085827926321,1,0,0,0,0,0,0
44,24,42,24,2,1.0717770582708073,3,0,1,0,0,0,0
54,35,84,40,3,0.49408744196207,1,0,0,0,1,0,0
44,23,78,185,4,0.7699691222715901,1,0,0,0,1,1,0
50,26,57,45,2,0.48902073540435204,2,0,0,0,0,0,0
42,27,35,352,1,2.550096238836903,3,0,0,0,0,0,0
60,35,195,52,1,5.420675232876754,1,0,0,0,1,1,1
51,26,83,367,1,2.9927781811587266,1,0,0,0,1,1,0
48,25,87,367,3,0.2869111995079622,1,0,0,0,0,0,0
26,2,72,115,4,2.5564748301142184,1,0,0,0,1,0,0
44,25,58,338,1,3.3694653162056123,2,0,1,0,1,0,0
27,3,46,272,3,1.9403633998455183,1,0,0,0,1,0,0
41,25,24,153,4,0.1734275045262461,2,0,0,0,1,0,0
48,25,18,343,1,-0.059801854075165306,1,147,0,1,1,1,0
35,14,72,149,1,1.4216306349345327,1,0,0,0,1,0,0
52,24,121,185,1,0.3654613386987731,1,0,0,0,1,0,0
48,22,173,308,2,4.096609968434734,1,0,0,0,1,1,0
60,37,37,296,2,0.8550829486547546,2,0,0,1,1,1,0
41,17,62,456,3,6.326155446076469,1,253,1,0,1,1,0
59,35,30,94,2,0.5123518141890551,1,0,0,0,0,1,0
49,24,26,443,4,2.2808994538812133,3,0,1,0,1,0,0
60,36,210,381,1,1.3239295774935678,1,0,0,1,1,1,0
37,15,105,149,1,3.8247997053579246,1,0,0,0,1,0,0
47,26,110,173,1,1.125609812538546,3,0,0,0,0,0,0
30,11,71,73,1,2.8892770661595915,1,0,0,0,1,0,0
56,34,183,381,2,0.47086774369313344,2,0,0,0,1,1,0
51,29,41,367,2,0.1226097496625157,2,0,1,0,1,1,0
56,28,88,166,4,0.6238796296183939,3,93,0,1,0,0,0
49,24,82,73,2,2.1991571426426826,3,0,0,0,0,0,0
